Potability,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0,-0.9440657855699419,-0.4311858990308457,-0.473707048292188,0.2635385549379269,0.10476918869737718,1.509189664517571,0.2826035918645707,0.9590703936019348,-0.8619931316235919
1,0.12582478840801045,-1.2229633077429014,-0.6633325665577832,0.33636915134115153,1.2935653090092982,2.0683502344380513,-0.599025977352835,-0.4395067673165542,-1.040759909659187
1,-0.30737982038261524,0.5754823953349822,-0.4564771943656851,-0.11758199536396886,0.01864798731342576,-0.6379841903545392,-0.8087280637482794,0.7279607240516615,-0.7167200636777142
1,-0.6807580101806894,0.6539775257036851,-0.5593155673303617,-2.2597400572974427,-0.41697038893862776,2.3210384306047707,0.6838246075224832,-0.1105121013518264,-1.632531743424848
1,-0.5390345599380166,1.2317178750214823,0.4759088215039763,1.4102621156823227,-0.1564070271704266,0.5619435905231055,0.6260996093815021,0.15059917159009673,-1.6680643820995593
1,-1.776056734641332,-0.18763548792929433,-0.1347394642331061,-2.972275666733027,0.03802207600987313,1.1199001764482193,1.1505201702170955,-0.2040630466011087,-0.1534366140307586
0,0.6147506583657195,-0.2998694862968403,-0.8065516693871079,0.3632342339015376,0.5929123314491435,1.6924544737376124,-1.2539134315599285,0.028484684640587215,-1.060280115208599
1,-0.5428183926315256,0.9007888263732509,0.08812461699561758,0.16974623283874812,-0.08235798068421755,-1.2079069433578324,-0.32206739965581804,-1.007065901295503,-1.078739663980647
1,-1.0212035689673007,1.8212866936527083,-1.238004147483069,0.058573033897532156,-0.13342712152406408,-0.6989919463995986,0.4101983340773001,-0.984881097843006,-2.153045131429156
1,-0.49329514665705887,-1.0373693464971594,0.03422765750088567,-0.15766778804999693,1.2504417329012552,-1.1034006280883324,-0.7811057102169444,-0.037530270887173985,-0.3294681439588329
1,1.6287792860537427,0.5900803345987599,-0.6291905103649544,0.2693591582188248,-0.3415810256864684,0.35147135113037065,-1.4095000267313276,-0.5555543822604271,-1.6922976603454971
0,-0.12215631607356556,-2.598986951377932,1.2550845300533235,-2.8249199683103994,0.941416657019239,-0.10512157650188582,-0.6577957318277963,-2.113390589493257,1.4052894571825316
1,0.12979987582331998,0.5084424551597951,-1.1472862009981812,1.6805670335420433,0.41249175842311964,-1.7640803022270641,-0.566448512126858,0.5191218561258059,-0.08326219601949655
0,0.007907184848078161,0.19962582408330734,0.2844052305898088,0.06181046863373762,0.7147992729155712,0.8300350299465037,0.7448013874503291,0.3935376697248678,0.27046835200108765
1,0.20716522382510746,-0.1777683064533619,0.059927579961481015,0.7481645779703995,-1.1053053412335985,-0.14669910156222787,-0.29910579450124775,-0.20105199849943162,1.317169212275314
0,-1.6062682572455511,0.7671505404702906,0.2491984658035386,1.4095641069945506,-0.7286540320464531,-0.23832657628509513,-0.5062915630610244,-0.4188795543837963,0.05801058261741696
0,-1.4722602289411684,-1.302176118627588,-1.4314118340418138,0.45728419648076013,0.43046595193305737,0.8863265261198829,-0.8583013541540118,-0.3480794214698765,-0.07639157582089619
1,2.9546040367015753,-3.087209343104096,1.737697230147126,1.3467038581502528,-2.0714533367809747,0.17683772028128739,0.5717629116209575,-1.598132987141349,0.5203104367512648
0,0.0524554295020336,-0.09751217852540571,-0.5333668902904865,0.3662562942912842,1.317794588933771,0.5385066782227352,0.5900463290788713,0.08433546153756438,0.3258723173071948
1,1.3555513324707706,0.1883038230197457,0.30272930626104977,-0.9691792521371101,0.01463298931524279,0.5157376947188375,-0.40951789930589044,-1.2543718831476056,0.6779900660843583
1,-0.4379944496919737,-0.5799877943895424,-0.1970349084876763,-0.4648261214879648,1.0698169397200785,-0.6308473595854636,-0.7894466414514666,-0.31487853899743273,-0.4136028589702162
0,-1.0544733483470015,0.9857615663787574,1.5260510262587401,-1.741273071194265,-0.3778859622820461,1.2504087346360242,0.19514229794412247,-1.2642653972920264,-1.4958044718668975
0,0.47242889258713056,0.004732825194932441,0.2319610475310468,-0.2093449862984317,0.43852723649738323,0.5706220271510274,0.3202000000036339,-1.4072158198133073,-1.1389903833185386
0,0.19481226593067344,-0.6482410237337682,-0.7682782980087215,-0.6118419885526588,1.0136300602488015,1.9147005241860358,-0.7193582622763113,0.7431994898272132,0.7287023186985203
1,0.13041071156204964,0.2092869892386095,-1.3071171891581432,-0.18217991408373818,0.2216966034021005,-0.5116908624800376,0.5228032885261175,0.40641707504808355,-1.1522129074976086
1,-0.991228808360896,2.2903110929975234,0.5639038475100169,-0.21746715656885676,-1.0331557001139076,0.22638233104779726,0.8374253088045855,0.40103500476647536,-0.781380851666381
0,0.8115145510665293,0.056992140213584466,-0.5241888240089588,0.7184621815563643,0.9745494657174686,-1.6357386942596475,1.133867944564777,-1.43809641249102,1.8440380161432581
0,-1.5853945961037506,1.7016451278677278,0.09109000672088821,-0.751522778599626,1.2214433734525956,-0.1792636637506345,0.6966636340833376,0.01109770275394371,-0.059302926532904414
1,-0.4939633486699799,-0.18063177958063908,-0.8182372847960123,-0.9930940461351258,0.16808980019466443,0.26333958808216895,-0.09220173865185774,0.08070309878354298,0.38681278610088193
1,-0.505973686795646,-0.28846637431868083,0.11860358392189824,0.6048430152517195,-0.19832981306346367,-2.388035850108285,-1.4091359280171656,-0.35898038260065607,1.533737605233624
1,0.23317827475977917,2.592958119360083,-0.038029013580823987,-1.307489879301204,0.38684670476039473,-0.9679241579050707,0.3283227634028042,1.23812966441361,0.05135432279056556
1,-0.46427390176485256,-0.09961783276217503,1.0989685597651713,-0.0338611792636121,-0.24189303579977905,1.1220814710181697,-0.3656761729798622,2.1153359079516307,-1.1822582494552294
0,2.088983052803878,-0.43315254084370775,-1.608435163664403,-0.974458696317141,0.0989786213391495,-1.6696678530543796,-0.24798571956718243,-1.022153269869147,1.5539076732600108
0,-0.07149156344251684,-0.9791644619958831,-0.5062419293346745,-0.4016165346694622,1.061464170978007,0.8344100029407102,-0.7951773180056353,-1.1408850998198252,0.007267445178546872
