Potability,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0,-0.9447612997297754,-0.4311858990308511,-0.4737070482921827,0.26353855493792655,-1.273783401224654e-13,1.5091896645175658,0.2826035918645771,0.9590278715317619,-0.8619931316236092
1,0.12651400683533248,-1.2229633077429072,-0.6633325665577778,0.3363691513411512,1.3011830332563454,2.0683502344380464,-0.5990259773528285,-0.4395604127739981,-1.0407599096592042
1,-0.3072512878359697,0.5754823953349774,-0.4564771943656798,-0.11758199536396872,-1.273783401224654e-13,-0.637984190354547,-0.808728063748273,0.7279163638831496,-0.7167200636777318
1,-0.6811127316782627,0.6539775257036802,-0.5593155673303564,-2.2597400572974404,-0.41800521861513096,2.3210384306047662,0.6838246075224896,-0.1105631301963426,-1.6325317434248647
1,-0.5392058523217271,1.2317178750214777,0.47590882150398184,1.4102621156823212,-0.15612382616162715,0.5619435905230991,0.6260996093815087,0.15055021945746383,-1.668064382099576
1,-1.7778290738591844,-0.18763548792929957,-0.13473946423310068,-2.9722756667330232,-1.273783401224654e-13,1.1199001764482133,1.150520170217102,-0.20411481948994553,-0.15343661403077669
0,0.6160726813071672,-0.2998694862968456,-0.8065516693871027,0.3632342339015372,0.596985880805653,1.692454473737607,-1.253913431559922,0.028434761287511334,-1.060280115208616
1,-0.54299458233517,0.9007888263732461,0.08812461699562302,0.16974623283874793,-1.273783401224654e-13,-1.2079069433578407,-0.32206739965581155,-1.0071240607549075,-1.0787396639806641
1,-1.0219989206291828,1.821286693652704,-1.2380041474830639,0.058573033897532094,-0.13302767922722733,-0.6989919463996064,0.41019833407730655,-0.9849390808586881,-2.1530451314291725
1,-0.49340723966316186,-1.037369346497165,0.0342276575008911,-0.15766778804999676,1.2578413213513713,-1.1034006280883406,-0.781105710216938,-0.037580719280938736,-0.32946814395885077
1,1.631413740863664,0.590080334598755,-0.6291905103649491,0.26935915821882445,-0.3422345066827985,0.35147135113036393,-1.4095000267313211,-0.5556089506862985,-1.6922976603455135
0,-0.12178805338202285,-2.5989869513779387,1.2550845300533293,-2.8249199683103963,0.9472530766117825,-0.10512157650189301,-0.6577957318277898,-2.113457547950885,1.4052894571825119
1,2.9829548787652942e-15,0.5084424551597903,-1.147286200998176,1.6805670335420413,0.41565267044683435,-1.7640803022270732,-0.5664485121268515,0.5190758349866517,-0.0832621960195147
0,2.9829548787652942e-15,0.19962582408330226,0.2844052305898143,0.06181046863373755,0.7194893737622836,0.8300350299464975,0.7448013874503355,0.3934906497695029,0.27046835200106917
1,0.20795971914178152,-0.17776830645336714,0.05992757996148645,0.7481645779703986,-1.1098220364445899,-0.14669910156223512,-0.2991057945012413,-0.20110374744031975,1.3171692122752945
0,-1.6078208434874526,0.7671505404702859,0.24919846580354407,1.409564106994549,-0.7312654786461309,-0.23832657628510245,-0.5062915630610179,-0.4189330357855955,0.058010582617398665
0,-1.47363937194668,-1.3021761186275935,-1.4314118340418087,0.45728419648075963,0.43371778440863035,0.8863265261198767,-0.8583013541540053,-0.3481323397727497,-0.07639157582091435
1,2.958954473296674,-3.0872093431041026,1.7376972301471318,1.3467038581502513,-2.080857183800392,0.1768377202812805,0.571762911620964,-1.5981958475699118,0.520310436751246
0,2.9829548787652942e-15,-0.09751217852541094,-0.5333668902904811,0.3662562942912838,1.3255348742892048,0.5385066782227288,0.5900463290788778,0.08428598238580837,0.32587231730717625
1,1.3578321551801291,0.18830382301974058,0.30272930626105526,-0.969179252137109,0.0157813771584957,0.5157376947188309,-0.409517899305884,-1.254432009520447,0.6779900660843394
1,-0.4380349683903461,-0.5799877943895478,-0.1970349084876709,-0.46482612148796426,1.0763028578125369,-0.6308473595854713,-0.7894466414514602,-0.3149311932417443,-0.413602858970234
0,-1.0553117602514868,0.9857615663787527,1.526051026258746,-1.741273071194263,-1.273783401224654e-13,1.2504087346360184,0.19514229794412893,-1.264325602351545,-1.4958044718669143
0,0.47356671202989487,0.004732825194927257,0.23196104753105226,-0.20934498629843148,0.4418198460812443,0.5706220271510208,0.32020000000364035,-1.4072771618089597,-1.1389903833185557
0,0.19559077312317832,-0.6482410237337737,-0.7682782980087163,-0.6118419885526581,1.019831763282197,1.9147005241860309,-0.7193582622763048,0.7431552508580874,0.7287023186985013
1,2.9829548787652942e-15,0.2092869892386044,-1.3071171891581381,-0.182179914083738,-1.273783401224654e-13,-0.5116908624800451,0.5228032885261239,0.40637015752726224,-1.1522129074976257
1,-0.9919853644404881,2.290311092997519,0.5639038475100224,-0.2174671565688565,-1.0373074344175635,0.22638233104779043,0.837425308804592,0.400988044440113,-0.7813808516663986
0,0.8130912405886772,0.056992140213579304,-0.5241888240089535,0.7184621815563635,0.9805534839250213,-1.6357386942596563,1.1338679445647835,-1.4381580000911347,1.8440380161432381
0,-1.58692016608857,1.7016451278677234,0.09109000672089365,-0.7515227785996251,1.2286962769378056,-0.17926366375064176,0.6966636340833441,0.011047641115946267,-0.059302926532922594
1,-0.49407630651322093,-0.18063177958064436,-0.8182372847960071,-0.9930940461351246,-1.273783401224654e-13,0.2633395880821622,-0.09220173865185127,0.08065359074229932,0.3868127861008633
1,-0.5061021893188664,-0.28846637431868616,0.11860358392190368,0.6048430152517188,-0.19825867378830717,-2.3880358501082948,-1.4091359280171591,-0.3590333876027946,1.5337376052336043
1,2.9829548787652942e-15,2.592958119360079,-0.038029013580818574,-1.3074898793012026,0.3898778941422755,-0.9679241579050788,0.32832276340281064,1.2380893618022037,0.05135432279054727
1,-0.4643484333001851,-0.09961783276218025,1.0989685597651768,-0.03386117926361206,-1.273783401224654e-13,1.122081471018164,-0.3656761729798557,2.115302582077037,-1.1822582494552465
0,2.0922131378287485,-0.43315254084371313,-1.6084351636643979,-0.9744586963171399,0.10055366214859207,-1.6696678530543885,-0.24798571956717597,-1.0222115493238209,1.553907673259991
0,-0.07105772662994274,-0.9791644619958887,-0.5062419293346693,-0.40161653466946173,1.0679078375219953,0.834410002940704,-0.7951773180056289,-1.1409443235914543,0.0072674451785286285
0,-0.30471324187145626,1.1074920724075716,-1.4026956520003173,0.7648607114914303,-0.880330594247759,0.4068602325016718,-0.29805072648099973,-0.07907332514211683,-0.6673639426900346
0,0.9216093434700525,0.9856468637853355,-0.6856202862687828,-1.8694780115183123,0.612998892715173,-0.6845903698926951,-0.0685013529500628,1.0107574926423413,1.2196944609712457
0,0.0751946120462984,-0.8418877881838024,-1.0639415210270649,-0.139057547257201,-1.273783401224654e-13,1.7501993584270252,-0.5610907076496756,-0.05171656678659532,-0.15371568645942452
0,1.3614968703513508,0.2925086874859514,-0.1342476816132219,-0.09810953166593894,-0.08887648902201115,-0.04547663749206073,0.5584848257306121,0.7186910239293501,0.7741663609795523
0,1.3767214556119531,1.1207759244187756,1.154609649656703,-0.23194879956932768,-1.273783401224654e-13,-0.6818796208409155,0.6209026264637232,0.13691313375150346,-0.4107837861733378
1,1.4109792063921918,-0.8273252863283718,0.5754159485805753,0.2031725370076129,-1.273783401224654e-13,0.9082723764686597,-1.2253398259763357,-1.0328383423112926,-0.6543763454897644
1,0.2625278702967662,-1.0435930658343493,0.015172419221712622,1.5655462369853572,-1.273783401224654e-13,-0.304530472339443,0.2141763310233852,1.0425379538398365,0.29737854128369984
0,-0.08898567086997079,0.20751964008332296,-1.196324826223593,-1.0195313789410878,-0.8261785675881228,1.5620869390047911,-1.4860691956552645,-0.6775601396520972,-0.4002881120539206
0,2.9829548787652942e-15,1.7253516380090543,0.7829348138430093,0.8826835776861122,0.8466201711266147,0.6724922850702094,0.4657072224901563,0.2686930877505264,0.9409280569111432
0,-0.5927949415538698,0.5634565804189228,0.8473467733535375,0.5752381673606182,0.984314341302494,-1.3189480309111148,-1.225212735636879,-0.07972530746791986,-0.6106708008775561
0,1.8762118308185918,0.3826693473899694,-0.844816192159401,-0.5519217846215284,0.903835679747202,0.20726806151964872,1.6191129226004497,0.016685440150741197,0.32726773092861483
1,1.4478458174094404,-1.1677136822051828,1.0964847749275748,-0.21413789572829778,-1.273783401224654e-13,0.4773206988688153,-0.6775379896966269,1.7464602722758988,-0.15555802040574887
1,-0.2868273745934302,-0.42375629923452324,-0.5976112105314366,-0.029957422527804176,0.6017133832046796,0.11165754075208124,0.7068182750412737,0.1826422816277478,0.007623142892024315
1,0.36904309245852945,0.2659450022454066,-0.4866385652414637,0.02370470251435308,-0.7565432399510063,-0.6864715807868875,0.9703074039718758,-2.1504543527177553,-0.019885697714206743
0,2.1482878561502297,1.611906499300939,0.13993208222609008,-2.3789862938695334,-1.3760831431436975,0.5375966995645716,-2.7596900893610945,0.0682194636422722,-1.4361664759587425
0,0.3278283083923841,0.3005111659354163,-0.7011237580633846,-1.0013620272838994,-1.273783401224654e-13,0.39778295671446184,-0.8300962302712699,-8.177168841696787e-15,0.5735200012915249
0,1.6741340365094048,0.2866594206963152,1.2664778432147192,-0.9164574882146894,0.6238843852904522,-1.1533000766069865,0.818098933236665,0.15027853534881133,-0.6988057695015144
0,-0.9373343213352395,1.3653060955485696,-0.9124715874291158,-0.8667675287604317,-1.125459145239159,0.9038850901021661,3.174812737327693,0.26682059288141186,-1.2513941212927033
